RecipeId,Name,RecipeIngredientParts,RecipeInstructions,Images
69.0,Chicha Peruana,"['piloncillo cone', 'nottingham dry yeast']","1. Procedure: Mash for 90 minutes at 160°F.
2. We did two 1.5 gallon batches, each spiced differently (one with curacao/coriander, the other with allspice/cinammon). We would rather have used a higher proportion of jora, but on brewday we discovered that our ability to determine the weight of things is seriously imparied.
3. Instead of the 4.5lbs we thought we had, we found we had only 3lbs of jora.
4. Rather than readjust (the OG would have been more appropriate at ~1.045 in any case), we added more sugar, a course of action that was inspired by homebrewed Weizen as much as anything else. The result is a very tasty beverage, pretty big all the way around on corn, and yet the flavor is quite subtle. Be warned that chicha is at its peak 2 to 4 days after pitching while it still retains some sweetness and body.
5. Once the chicha ferments out, you are left with a fairly bland beverage that reminds me of iced tea more than anything else. If I
6. yellow corn from the grocery store (domestic 20-row?) In fact, I plan on doing this if only to see what kind of chicha it makes.
7. Specifics: OG: 1.055 FG: 1.012 Types of Chicha So far, there appear to me to be several main ways in which chicha de jora is made. These range in difficulty from trivial to a process almost indentical to what barley-beer homebrewers are familiar with.
8. Facil (easy) - Corn is mixed with water and sugar and allowed to sit for several days until the corn begins to germinate. The sugar ferments and the corn, lending nothing fermentable, adds flavor.
9. Abbreviated - The jora is mashed but the mash is ultimately brought to a boil, allowed to settle, and the clear liquid, or upi, now finished chicha, is drawn off.
10. Traditional - Similiar to the Abbreviated method, but the jora is mashed and the mash is allowed to settle. The upi is drawn off the mash into a separate vessel for boiling.
11. Modern - The ground jora is mashed and lautered through some sort of filtering device such as a manifold or false bottom.
12. This process is helped by the inclusion of some crushed malted barley (Barley Assisted). The first is apparently how much chicha is made in people
13. ,
14. ,
15. ,
16. ,
17. normal
18. ,",
70.0,Buckwheat Bread,"['eggs', 'water', 'buckwheat flour', 'light brown sugar', 'whole wheat flour', 'buttermilk', 'salt', 'caraway seed', 'all-purpose flour']","1. Proof the yeast in the lukewarm water with the sugar.
2. After you get a yeast sponge add the buttermilk (room temperature), salt, eggs and the three different kinds of flour and caraway seeds.
3. Mix well.
4. Take the dough out onto a lightly floured work surface, kneading until smooth.
5. Place the dough in a large buttered bowl, cover with a towel and let stand in a warm place to rise until doubled in bulk.
6. This will take from 1~/2 to 2 hours.
7. Take the dough out and punch it down a couple of times.
8. Knead and shape the dough into a loaf and place in a buttered loaf pan (9~ by 5~). Let stand in a warm place, covered with a towel, to rise for about 1 hour or until doubled in size. Preheat the oven to 400 degrees. Brush the bread with a little melted butter and bake in the oven for about 30 minutes or until light brown and the bread sounds hollow when tapped with your finger.
9. Cool wrapped in a towel.",
71.0,Chicken and Dumplings,"['chicken', 'carrot', 'celery', 'onion', 'chicken bouillon cubes', 'butter', 'flour', 'sherry wine', 'lemon juice', 'salt', 'baking powder', 'salt', 'shortening', 'milk', 'peas']","1. Place chickens in large saucepan, cover with water and bring to a boil.
2. Simmer until chickens are tender.
3. Remove chickens from pan and set aside. Remove backbones.
4. Add chopped carrot, celery and onion and simmer 30 minutes.
5. Add chicken stock base and remove from heat. Strain and reserve stock.
6. Melt butter and stir in 1 cup flour until smooth.
7. Add to straine reserved chicken stock.
8. Simmer 5 minutes.
9. Add sherry and lemon juice, salt to taste and, if desired, food color.
10. For dumplings, combine 1 1/2 cups flour, baking powder and 1/4 tsp salt in mixing bowl.
11. Cut in shortening until mixture resembles cornmeal.
12. Stir in milk until just blended.
13. Place about 1/2 inch water in saucepan with wire rack that comes 2 to 3 inches above water line. Cover rack with lightly oiled waxed paper, oiled side up.
14. With water gently simmering, drop dumplings by tablespoon onto waxed paper, leaving room in between for expansion.
15. Steam 8 minutes, uncovered, then cover and steam 7 minutes longer.
16. Meanwhile, remove skin from cooked chicken and bone, if desired.
17. Cut in large pieces.
18. Place chicken pieces in casserole. Arrange dumplings on chicken.
19. Cover with sauce and sprinkle with peas for color.",
72.0,Brownie Pudding,"['all-purpose flour', 'granulated sugar', 'baking powder', 'salt', 'milk', 'vanilla', 'butter', 'brown sugar', 'boiling water']","1. Preheat oven to 350 degrees.
2. Combine flour, granulated sugar, 1/4 cup cocoa, baking powder and salt in a bowl.
3. Stir in milk, butter and vanilla until smooth.
4. Stir in chocolate chips.
5. Spread in ungreased shallow 1 1/2 quart casserole. Sprinkle brown sugar and 1/4 cup cocoa on top.
6. Place in oven, pour boiling water over top.
7. Bake 35 minutes, cool 10 minutes before serving.
8. Serve with ice cream if desired.",
73.0,Bratwurst,"['milk', 'fine salt', 'white pepper', 'mace', 'ginger', 'nutmeg', 'powdered soy protein concentrate', 'eggs', 'fresh parsley']","1. Grind the veal and pork with a 3/8 in. (0.95 cm) plate.
2. Place the ground meat into a mixing tub and add all remaining ingredients.
3. Mix very thoroughly.
4. Return to the cooler and chill at least 1 hour.
5. Stuff the prepared casings.Tie into 4 in. (10 cm) links.
6. Poach the sausages in good veal stock for the best flavor.
7. Cover with the cold stock and heat gently.
8. Maintain a temperature of no more than 160 F (710C). When the sausages reach an internal temperature of 140 F (60 C), remove from the stock.
9. Cool quickly.
10. Dry wrap, and refrigerate for use.",
74.0,Brownie Cheesecake Torte,"['instant coffee granules', 'cinnamon', 'sugar', 'sugar', 'all-purpose flour', 'vanilla extract', 'fat free cream cheese', 'skim milk', 'fresh raspberry']","1. Preheat oven to 425 degrees F.
2. Combine first 4 ingredients in a bowl.
3. Firmly press mixture into bottom and 1 inch up sides of a 9-inch springform pan coated with cooking spray.
4. Set aside. Combine 1/2 cup sugar, flour, vanilla, and cheeses; beat at medium speed of a mixer until well-blended.
5. Add egg whites and 2 tablespoons milk; beat well.
6. Combine 1/2 cup batter, 1 tablespoon milk, 2 tablespoons sugar, and cocoa in a small bowl; stir well.
7. Spoon remaining batter alternately with cocoa mixture into prepared crust. Swirl together using the tip of a knife. Bake at 425 degrees for 10 minutes.
8. Reduce oven temperature to 250 degrees; bake 45 minutes or until almost set. Cool completely on a wire rack.
9. Garnish with chocolate syrup and fresh raspberries, if desired.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/kZ2yXx22RimC8sHBAlFa_image.jpg"
75.0,California Chilled Salsa,"['tomatoes', 'celery', 'onion', 'green pepper', 'salt', 'cider vinegar', 'sugar', 'green chili pepper']","1. * Also delicious made with red sweet peppers or a combination of red and green for nice color.
2. Combine all ingredients; if finer texture is desired may be put through food grinder using fine blade.
3. Cover tightly and chill overnight.
4. Serving Ideas : Serve cold as a relish with meat.
5. Kim C.",
76.0,Alfredo Sauce,"['sweet butter', 'heavy cream', 'parmesan cheese', 'salt', 'pepper']","1. Place butter in microwave safe pot and heat on high for 30 seconds or until melted.
2. Add cream and warm on high for approximately 1 minute.
3. Add Parmesan cheese and warm until cheese melts.
4. Add salt and pepper to taste. (If serving with shrimp, you might not need much salt.).
5. Pour over 4 servings of warm noodles (I use angel hair) and toss to coat. Serve immediately.
6. Notes: I serve it with cubed, grilled or broiled chicken breast mixed in with the noodles or shrimp. Add a green salad and you have a complete meal. I have used margarine and canned Parmesan cheese and it worked fine.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/lfS6kBlpRJMGzvXr3Gkz_AS%204%20-%20final_2.jpg"
78.0,Buttermilk Ranch Dressing,"['garlic', 'salt', 'buttermilk', 'sour cream', 'lime juice', 'parsley', 'chives']","1. Mash together garlic and salt to form a paste. Remove to a small bowl.
2. Whisk in buttermilk sour cream, lime juice, parsley, chives, and salt and pepper.
3. Taste and adjust seasonings.
4. Use immediately or cover and refrigerate.",
79.0,Brisket with Sauerkraut and Applesauce,"['stewed tomatoes', 'sauerkraut', 'applesauce', 'dark brown sugar', 'beef brisket']","1. In a large cook pot place undrained tomatoes, sauerkraut with applesauce and brown sugar.
2. Bring to a boil.
3. Lower heat and add brisket so that mixture can cover some of brisket.Cover and simmer until meat is fork tender ( about 3 hours ); spooning sauce over brisket intermittently.
4. When meat is done, place brisket on serving platter.
5. Remove excess fat from pot. Season sauce to taste ( more sugar, spices etc. ). Thicken if desired with a bit of cornstarch mixed with some cold water and add to sauce and cook and stir till thickened.
6. For best serving, prepare brisket ahead of time, let cool completely, slice meat, cover with sauce and refrigerate till needed ( may be frozen ). Gently reheat and serve slices of meat and sauce.",
80.0,Bread Pudding,"['milk', 'eggs', 'sugar', 'salt', 'real vanilla', 'unsalted butter']","1. Mix bread and milk together.
2. Add the 2 eggs and the 2 egg yolks with 5 tbsp of sugar and salt.
3. Add to the milk mixture will be the vanilla and butter.
4. Mix well and pour into a slightly greased 1 1/2 quart casserole.
5. Bake in a pie pan of water at 350° oven for 45 minutes.
6. For the Meringue topping: Beat the egg whites until stiff and add the 4 tbsp of sugar to it.
7. Pour in slowly
8. Top the already baked pudding with it--making swirly peaks for decorations.
9. Bake again at 300° until a golden brown.",
81.0,All Purpose Quick Mix With 28 Variations,"['whole wheat flour', 'flour', 'baking powder', 'salt', 'butter']","1. Blend flours, baking powder and salt. Cut butter or margarine into flour mixture until it resembles coarse cornmeal.
2. Store tightly covered in refrigerator or freezer until needed.
3. To prepare a variation: Mix together baking mix and additional ingredients listed in one of the variations. Spread batter in a 13x9 inch loaf pan and bake at 350 degrees for 30 minutes or until done. You may also make as muffins; baking time will be shorter.
4. There are 28 variations of what you can do with this mix: Variations include almond, apple, apricot, banana, blueberry, butterscotch chip, carrot, chocolate or carob chip, coconut, cranberry, date, fig, granola, lemon, orange, peach, pineapple, peanut, pear, pecan, pineapple, prune, pumpkin, raisin, spice, yam, walnut, yogurt & zucchini---with this same mix as the base for all of them! HERE ARE THE VARIATIONS:
5. SWEET POTATO OR YAM: 3 1/2 cup quick mix 1 teaspoons Cinnamon 1/2 teaspoons allspice 1 cup chopped 1 cup mashed, cooked sweet potato nuts 1 egg 2/3 cup honey - 1/3 cup milk OR 3/4 cup sugar - 1/2 cup milk.
6. WALNUT: 3 1/2 cup quick mix 1 cup chopped walnuts 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk.
7. YOGURT: 3 1/2 cup quick mix 1/2 teaspoons Baking soda 1 cup chopped nuts 1 cup yogurt, any flavor 1 egg 2/3 cup honey - 1/2 cup milk OR 3/4 cup sugar - 2/3 cup milk.
8. ZUCCHINI: 3 1/2 cup quick mix 1 teaspoons Cinnamon 1 cup chopped nuts 1 cup shredded zucchini 1 egg 2/3 cup honey - 2/3 cup milk OR 3/4 cup brown sugar, firmly packed - 1 cup milk.
9. ALMOND: 3 1/2 cup quick mix 1 teaspoons almond extract 1 cup sliced almonds 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk.
10. APPLE: 3 1/2 cup quick mix 1 teaspoons Cinnamon 1 cup chopped nuts 1 cup apple, shredded 1 egg 2/3 cup honey - 2/3 cup milk or apple juice OR 3/4 cup brown sugar, firmly packed - 1 cup milk or apple juice.
11. APRICOT: 3 1/2 cup quick mix 1 cup chopped nuts 1 cup diced, dried apricots 1 egg 3/4 cup honey - 3/4 cup apricot nectar OR 1 cup sugar - 1 cup apricot nectar.
12. BANANA: 3 1/2 cup quick mix 1 cup chopped nuts 1 cup mashed bananas 1 egg 2/3 cup honey - 1/3 cup milk OR 3/4 cup sugar - 1/2 cup milk.
13. BLUEBERRY: 3 1/2 cup quick mix 1 teaspoons grated orange peel 1 cup chopped nuts 1 cup blueberries 1 egg 2/3 cup honey - 1 cup orange juice OR 3/4 cup sugar - 1 cup orange juice.
14. BUTTERSCOTCH CHIP: 3 1/2 cup quick mix 1 teaspoons vanilla 1 cup chopped nuts 1 cup butterscotch chips 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk.
15. CARROT: 3 1/2 cup quick mix 1 teaspoons Cinnamon 1 cup chopped nuts 1 cup grated carrot 1 egg 2/3 cup honey - 2/3 cup milk OR 3/4 cup brown sugar, firmly packed - 1 cup milk.
16. CHOCOLATE OR CAROB CHIP: 3 1/2 cup quick mix 1 cup chopped nuts 1 cup chcolate or carob chips 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk.
17. COCONUT: 3 1/2 cup quick mix 1 cup chopped nuts 3/4 cup coconut 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk.
18. CRANBERRY: 3 1/2 cup quick mix 1 Tbsp grated orange peel 1 cup chopped nuts 3/4 cup cranberries, chopped 1 egg 2/3 cup honey - 3/4 cup orange juice OR 3/4 cup brown sugar, firmly packed - 1 cup orange juice.
19. DATE: 3 1/2 cup quick mix 1 Tbsp grated orange peel 1 cup chopped nuts 1 cup dates, chopped 1 egg 2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice.
20. FIG: 3 1/2 cup quick mix 1/2 teaspoons Cinnamon 1/2 teaspoons allspice 1 cup chopped nuts 1 cup chopped, dried figs 1 egg 2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice.
21. GRANOLA: 3 1/2 cup quick mix 1 cup granola 1 egg 2/3 cup honey - 1 cup milk, apple, or orange juice OR 3/4 cup sugar - 1 1/4 cup milk, apple, or orange juice.
22. LEMON: 3 1/2 cup quick mix 2 Tbsp grated lemon peel 1 cup chopped nuts 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk.
23. ORANGE: 3 1/2 cup quick mix 2 Tbsp grated orange peel 1 cup chopped nuts 1 egg 2/3 cup honey - 1 cup orange juice OR 3/4 cup sugar - 1 1/4 cup orange juice.
24. PEACH: 3 1/2 cup quick mix 1 teaspoons Cinnamon 1 cup chopped nuts 1 cup diced, dried peaches 1 egg 2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice.
25. PEANUT: 3 1/2 cup quick mix 1 cup chopped peanuts 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk.
26. PEAR: 3 1/2 cup quick mix 1 teaspoons Cinnamon 1 cup chopped nuts 1 cup diced, dried pears 1 egg 2/3 cup honey - 3/4 cup orange juice OR 3/4 cup sugar - 1 cup orange juice.
27. PECAN: 3 1/2 cup quick mix 1 cup chopped pecans 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup brown sugar, firmly packed - 1 1/4 cup milk.
28. PINEAPPLE: 3 1/2 cup quick mix 1 Tbsp grated orange peel 1 cup chopped nuts 2/3 cup drained, crushed pineapple 1 egg 2/3 cup honey - 2/3 cup orange juice OR 3/4 cup brown sugar, firmly packed - 3/4 cup orange juice.
29. PRUNE: 3 1/2 cup quick mix 1 Tbsp grated orange peel 1 cup chopped nuts 1 cup chopped, dried prunes 1 egg 2/3 cup honey - 3/4 cup prune juice OR 3/4 cup sugar - 1 cup prune juice.
30. PUMPKIN: 3 1/2 cup quick mix 1 teaspoons cinnamon 1/2 teaspoons allspice 1 cup chopped nuts 1 cup canned pumpkin 1 egg 2/3 cup honey - 1/3 cup milk OR 3/4 cup sugar - 1/2 cup.
31. RAISIN: 3 1/2 cup quick mix 1 cup chopped nuts 1 cup raisins 1 egg 2/3 cup honey - 3/4 cup milk or orange juice OR 3/4 cup sugar - 1 cup milk or orange juice.
32. SPICE: 3 1/2 cup quick mix 1/2 teaspoons Cinnamon 1/2 teaspoons nutmeg 1/4 teaspoons cloves 1 cup chopped nuts 1 egg 2/3 cup honey - 1 cup milk OR 3/4 cup sugar - 1 1/4 cup milk.",
82.0,Brazilian Empadinhas,"['butter', 'flour', 'salt', 'margarine', 'milk', 'water', 'shrimp', 'onion', 'tomatoes', 'parsley', 'lemon', 'salt', 'pepper', 'tabasco sauce', 'garlic', 'cornstarch', 'olive oil', 'cumin', 'bell peppers']","1. DOUGH Cut butter into salt and flour.
2. Stir in rest of the ingredients and knead to combine or just process everything until it forms a ball.
3. Let rest covered 1 hour Make balls the size of a walnut, from 2/3 of the dough and line small muffin tins with the dough.
4. Place 2 tsp. of the cold filling into the lined tins.
5. Make small balls with the rest of the dough.
6. Flatten them to make lids for the mini pies.
7. Brush tops with egg yolk Bake in preheated 350 F oven for 30 to 35 minutes or until golden brown.
8. SHRIMP FILLING Clean and devein shrimp, saving heads and shells.
9. Make a broth with the shells and heads and 2 cups water.
10. Cook 1 hour, uncovered over low heat. Strain broth and cook it down to 1/2 cup.
11. Cook onions and garlic in olive oil until they start changing color.
12. Add bell pepper and cook 2 minutes, Add tomatoes, broth and seasonings and simmer almost to a paste. Add shrimp and cook just until they become opaque. Stir in cornstarch diluted in 2 Tbsp water.
13. Stir until thick.
14. Add parsley.
15. Let cool before using
16. NOTES : May use other fillings such as chicken, hearts of palms, cheese Miriam Podcameni Posvolsky Rio de Janeiro","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/82.jpg"
83.0,Bubble and Squeak,"['baking potatoes', 'unsalted butter', 'heavy cream', 'bacon', 'onion', 'celery', 'sage', 'white pepper', 'brussels sprout']","1. Wash potatoes under cold running water then place in a large saucepan.
2. Cover with salted water, bring to a boil, reduce heat and simmer until soft, uncovered, about 15 minutes.
3. Drain and set aside and allow to cool slightly.
4. Peel potatoes and mash.
5. Add butter and cream and mix well.
6. Meanwhile fry bacon until crisp.
7. Drain on paper towel and set aside. In the same skillet add onion to bacon drippings and saute until soft, about 3 - 5 minutes.
8. Stir in celery, sage and pepper and saute 2 minutes longer.
9. Add lemon juice. Combine vegetables with mashed potatoes, stir well to combine and refrigerate for 2 hours.
10. Shape potato mixture into 10 patties.
11. Melt 2 tablespoons butter in a large skillet and saute patties until brown and crispy, about 5 minutes per side. Crumble bacon over top and serve. - - - - - - - - - - - - - - - - - -",
84.0,Braised Brussels Sprouts With Vinegar and Dill,"['brussels sprouts', 'fresh dill', 'wine vinegar']","1. Trim sprouts; halved if desired.
2. In large pot of boiling salted water, cook Brussels sprouts for 8 minutes if whole, 6 minutes if halved, or until barely tender.
3. Drain, refresh under cold running water and drain again.
4. In well-greased 13x9-inch casserole, combine sprouts, dill, vinegar, and salt and pepper to taste; mix well.
5. Bake, covered, in 350°F oven for 10 minutes.
6. Uncover and bake for 5 minutes longer.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/pickFstbF.jpg"
85.0,Butter Madeira Cake,"['flour', 'baking powder', 'caster sugar', 'butter', 'eggs', 'milk', 'vanilla essence']","1. Grease lined tin with melted butter.
2. Sift flour and baking powder into processor and add all remaining ingredients.
3. Run machine for 20 counts.
4. Scrape down sides.
5. Run machine for a further 30 counts.
6. Transfer to prepared tin and spread evenly with a spatula. Bake at 160° C for 1 1/2 hours.
7. Leave in tin 15 minutes before turning onto a rack.
8. VARIATIONS Seed cake = Add 2-3 tsp caraway seeds after scraping down the sides.
9. Orange Cake = omit vanilla.
10. Add 1 tsp orange peel.
11. Lemon Cake = Add 1 tsp lemon peel.
12. Chocolate Speckle Cake = Add 1 crushed Chocolate Flake Bar after scraping down sides.
13. Raisin Cake = Add 3 oz raisins after scraping down sides.
14. Spicy Cake = Add 2-3 tsp Mixed Spice with the other ingredients.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/picH7CI8k.jpg"
